id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
104033,data_analysis,"Create a data_analysis about technology. Include some best practices and make it professional. Should be useful for a team meeting.

Product: energy application
Ref: 9550-TEC",medium,74,C,0.35,4,2,2,3,Strong constraints provided | Missing glossary | Feedback mechanism included | Specific deliverables mentioned
104034,code,"Looking for a code about automotive trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Product: pharmaceutical module
Timeline: weekly
Ref: 5538-AUT",medium,77,C,0.36,2,3,2,2,Vague objective statement | Missing budget context | Incomplete background info | Lacks prioritization
104035,creative,"Develop a creative about consulting strategy. Include market analysis and recommendations. Business audience.

Audience: administrators
Ref: 9611-CON",medium,68,D,0.32,4,4,3,2,Success metrics defined | Inconsistent terminology | Missing glossary
104036,video,"video request: telecommunications focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Company: Horizon Labs
Product: consulting dashboard
Audience: marketing team
Ref: 7897-TEL",medium,74,C,0.46,4,4,4,3,No quality standards | Feedback mechanism included
104037,email,"email on biotech topic

Company: TechStart
Ref: 8981-BIO",low,45,F,0.56,2,1,1,1,Well-structured sections | No review process
104038,image,"Role: Concept artist for transportation projects.

Task: Design character concepts for a transportation-themed video game.

Instructions:
1. Create 3 distinct character classes
2. Show front, side, and back views
3. Include color palettes and material references
4. Add personality descriptions

Constraints:
- Stylized realism art style
- Consistent proportions
- Photoshop layered files

Output Format: Character sheets with annotations.

Product: research service
Timeline: this month
Ref: 4737-TRA",high,89,B,0.5,4,5,4,5,Lacks success criteria | Professional tone maintained | Vague objective statement | Scope clearly defined | Inconsistent terminology
104039,report,"Working on a report for sports team. Needs to be informative but not too technical. Include actionable items.

Company: Apex Enterprises
Product: sports application
Ref: 1392-SPO",medium,76,C,0.38,4,2,4,3,No accessibility considerations | Well-structured sections
104040,email,"Develop a email about retail strategy. Include market analysis and recommendations. Business audience.

Ref: 7800-RET",medium,75,C,0.48,2,3,3,3,Inconsistent terminology | Assumptions documented
104041,creative,"make a creative about hospitality

Company: Vertex Industries
Audience: developers
Ref: 4291-HOS",low,43,F,0.13,3,1,2,1,No fallback options | Version control noted
104042,image,"I need a image for aerospace purposes. It should cover the main points and be around medium length. Please include examples if possible.

Product: retail portal
Audience: customers
Timeline: Q3 2024
Ref: 1177-AER",medium,70,C,0.53,4,4,3,2,Timeline specified | No fallback options
104043,other,"Role: Training developer for real estate certification.

Task: Design certification program curriculum for real estate professionals.

Instructions:
1. Learning objectives
2. Module structure (10 modules)
3. Assessment design
4. Practical exercises

Constraints:
- Industry accreditation
- Blended learning
- Completion tracking

Output Format: Curriculum guide with LMS upload.

Product: retail product
Timeline: monthly
Ref: 2013-REA",high,94,A,0.21,4,4,4,5,Vague objective statement | Specific deliverables mentioned | Success metrics defined | Assumptions documented
104044,document,"Role: Policy writer for banking compliance.

Task: Draft data privacy policy document for banking organization.

Instructions:
1. Scope and definitions
2. Data collection practices
3. User rights (GDPR/CCPA)
4. Security measures

Constraints:
- Legally reviewed language
- Plain English explanations
- Regular update schedule

Output Format: Word document with version history.

Ref: 3785-BAN",high,88,B,0.73,4,5,4,4,Incomplete background info | Compliance requirements listed | Strong constraints provided
104045,post,"Create a post about cybersecurity. Include some best practices and make it professional. Should be useful for a team meeting.

Audience: managers
Ref: 6332-CYB",medium,76,C,0.4,4,4,3,4,Detailed methodology included | Missing budget context | No quality standards | Incomplete background info | Reference materials cited
104046,other,"other nonprofit help

Product: consulting service
Platform: MongoDB
Ref: 8997-NON",low,59,F,0.19,2,1,2,1,Timeline specified | No risk assessment | Lacks formatting guidance
104047,email,"email request: technology focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Company: Innovate Inc
Product: agriculture portal
Timeline: next 6 months
Ref: 3221-TEC",medium,82,B,0.52,3,3,3,4,Detailed methodology included | Lacks formatting guidance | No risk assessment
104048,document,"document technology help

Product: government interface
Audience: end users
Ref: 5866-TEC",low,56,F,0.89,2,2,1,1,No accessibility considerations | Clear role definition | Feedback mechanism included | Dependencies outlined | Reference materials cited
104049,image,"Develop a image about government strategy. Include market analysis and recommendations. Business audience.

Audience: end users
Timeline: Q3 2024
Ref: 2363-GOV",medium,77,C,0.45,3,3,2,4,Reference materials cited | Version control noted | Lacks formatting guidance | Compliance requirements listed
104050,code,"Task: code for finance project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Timeline: FY2024
Ref: 9470-FIN",medium,69,D,0.35,3,3,4,2,Vague objective statement | Comprehensive context provided | Assumptions documented | Feedback mechanism included
104051,creative,"Develop a creative about research strategy. Include market analysis and recommendations. Business audience.

Product: research interface
Ref: 3955-RES",medium,72,C,0.57,2,4,4,4,Assumptions documented | Scope clearly defined | Strong constraints provided | Lacks prioritization | No deadline specified
104052,data_analysis,"Working on a data_analysis for retail team. Needs to be informative but not too technical. Include actionable items.

Company: Future Systems
Product: pharmaceutical portal
Ref: 8395-RET",medium,71,C,0.4,4,4,4,2,Comprehensive context provided | Success metrics defined
104053,video,"Create video content for education use case. Structure: problem, solution, results. Make it persuasive.

Timeline: annual
Ref: 9325-EDU",medium,66,D,0.32,2,4,2,2,Comprehensive context provided | Lacks prioritization | Output format specified | Vague objective statement | Dependencies outlined
104054,code,"Role: Experienced software architect in hospitality systems.

Task: Design and implement a RESTful API using FastAPI for managing user authentication and authorization.

Instructions:
1. Implement JWT token-based authentication
2. Include role-based access control (RBAC)
3. Add rate limiting (100 requests/minute)
4. Provide OpenAPI documentation

Constraints:
- Async/await patterns required
- SQLAlchemy for ORM
- Docker containerization

Output Format: Complete project structure with main.py, models.py, schemas.py, and Dockerfile.

Product: real estate portal
Audience: analysts
Ref: 3923-HOS",high,87,B,0.14,4,5,4,5,Missing glossary | Feedback mechanism included | Well-structured sections | No review process | No fallback options
104055,code,"Working on a code for retail team. Needs to be informative but not too technical. Include actionable items.

Audience: analysts
Ref: 6550-RET",medium,81,B,0.59,4,2,4,2,Dependencies outlined | Compliance requirements listed | Missing data source | Feedback mechanism included | Clear role definition
104056,report,"Role: Data analyst for legal performance metrics.

Task: Generate monthly KPI dashboard report.

Instructions:
1. Key metrics definitions
2. Month-over-month comparisons
3. Trend analysis
4. Department breakdowns

Constraints:
- Automated data refresh
- Interactive filters
- Mobile-friendly view

Output Format: Power BI dashboard with PDF export.

Product: banking dashboard
Ref: 8337-LEG",high,96,A,0.84,4,4,4,4,Output format specified | Missing data source | No deadline specified
104057,video,"Create video content for manufacturing use case. Structure: problem, solution, results. Make it persuasive.

Ref: 4115-MAN",medium,65,D,0.44,3,4,2,2,Ambiguous target audience | Comprehensive context provided | Assumptions documented
104058,data_analysis,"I need a data_analysis for transportation purposes. It should cover the main points and be around medium length. Please include examples if possible.

Platform: React
Ref: 4398-TRA",medium,71,C,0.39,2,3,4,3,Professional tone maintained | Version control noted | Technical requirements clear
104059,data_analysis,"Looking for a data_analysis about insurance trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Audience: marketing team
Timeline: Q4 2024
Ref: 4290-INS",medium,84,B,0.57,4,2,4,4,Output format specified | Success metrics defined | No quality standards | Technical requirements clear | Assumptions documented
104060,other,"other on biotech topic

Audience: executives
Platform: Python
Ref: 8410-BIO",low,53,F,0.22,3,2,1,2,Well-structured sections | Unclear ownership
104061,code,"make a code about telecommunications

Company: Pinnacle Co
Platform: PostgreSQL
Ref: 1444-TEL",low,55,F,0.25,1,1,2,2,Missing data source | Comprehensive context provided | Measurable outcomes stated | Compliance requirements listed | Missing examples
104062,code,"Develop a code about biotech strategy. Include market analysis and recommendations. Business audience.

Audience: end users
Timeline: FY2024
Ref: 3500-BIO",medium,76,C,0.58,3,4,3,3,Well-structured sections | Technical requirements clear | Strong constraints provided
104063,image,"Role: Brand identity designer for aerospace companies.

Task: Develop complete brand guidelines for a aerospace rebrand.

Instructions:
1. Define logo usage rules
2. Create typography hierarchy
3. Establish color system (primary, secondary, neutrals)
4. Design stationery mockups

Constraints:
- Modern and professional aesthetic
- Flexible for digital and print
- 50+ page document

Output Format: PDF brand guidelines with all assets.

Product: government dashboard
Ref: 4371-AER",high,86,B,0.27,4,4,5,5,Lacks success criteria | Missing glossary
