id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
6005,video,"Role: Corporate video director for engineering communications.
Task: Plan a promotional video showcasing develop mobile responsiveness fix.
Instructions: Highlight key benefits, include testimonials structure.
Constraints: 90 seconds maximum, professional tone.
Output Format: Concept summary + shot list + script outline.",high,89,B,0.06,4,5,4,4,Detailed instructions provided | Input data section clarifies scope | Constraints prevent scope creep | Output format enables evaluation
6006,report,"Role: Senior analyst for legal research.
Task: Write an executive summary for a report on design event invitation.
Instructions: Synthesize key findings, highlight actionable insights.
Constraints: Maximum 2 pages, data-backed claims only.
Output Format: Executive summary + key findings + recommendations.",high,96,A,0.08,4,5,4,4,Detailed instructions provided | Input data section clarifies scope | Constraints prevent scope creep | Output format enables evaluation
6007,report,"Role: Compliance auditor for government operations.
Task: Prepare an audit report on create competitor analysis.
Instructions: Document findings with evidence, rate risk levels.
Constraints: Objective tone, cite specific standards/regulations.
Output Format: Executive summary + detailed findings + risk matrix + action items.",high,87,B,0.2,5,5,4,5,Clear role assignment establishes expertise | Structured sections aid comprehension | Specific constraints reduce ambiguity | Output format specified for consistency
6008,image,"Role: Digital artist with expertise in sports imagery.
Task: Generate a series of 5 images showing build chatbot for customer support.
Context: These will be used in a training presentation for new employees.
Constraints: Consistent style across all images, appropriate for corporate use.
Output Format: Description for each image with style specifications.",high,91,A,0.25,5,4,4,5,Role establishes authority | Task is specific and measurable | Context aids understanding | Professional presentation expected
6009,presentation,Create slides about write grant proposal for nonprofit stakeholders. Include key points.,medium,81,B,0.49,4,3,2,2,Functional but not optimized | Missing output format specification | Constraints vague | Adequate for simple tasks
6010,data_analysis,"Role: Research analyst in energy field.
Task: Perform comparative analysis of develop quality assurance checklist.
Context: Comparing 3 different approaches/methods over 12-month period.
Constraints: Control for variables, note limitations, statistical rigor.
Output Format: Methodology + comparison table + statistical tests + conclusions.",high,94,A,0.22,4,4,4,5,Well-defined task with context | Multiple relevant sections included | Constraints appropriately specified | Professional tone maintained
6011,data_analysis,"Role: Business intelligence analyst for hospitality operations.
Task: Create a dashboard specification for tracking develop quality assurance checklist.
Instructions: Identify KPIs, design layout, specify data sources.
Constraints: Real-time updates, mobile-responsive, executive-friendly.
Output Format: Dashboard mockup description + metric definitions + technical requirements.",high,86,B,0.21,5,5,4,3,Comprehensive structure with all key elements | Domain expertise indicated | Clear deliverable expectations | Quality standards defined
6012,code,Write code to build API integration for a strategy application. Make sure it works well and handles errors.,medium,70,C,0.46,3,2,3,4,Partial structure present but incomplete | Some sections missing | Minor ambiguity in deliverables | Acceptable for basic use
6013,report,Research and report on analyze supply chain efficiency affecting real estate operations.,medium,80,B,0.37,2,3,2,2,Partial structure present but incomplete | Some sections missing | Minor ambiguity in deliverables | Acceptable for basic use
6014,other,do create FAQ document,low,54,F,0.72,1,1,2,1,Insufficient detail for execution | No constraints specified | No format guidance | Requires complete rewrite
6015,other,Strategy for analyze supply chain efficiency in media context. Recommendations needed.,medium,67,D,0.43,2,3,3,3,Understandable intent | Structure inconsistent | Some critical details omitted | Requires clarification for complex execution
6016,report,Research and report on create FAQ document affecting environment operations.,medium,84,B,0.38,3,4,2,4,Functional but not optimized | Missing output format specification | Constraints vague | Adequate for simple tasks
6017,video,develop content calendar footage needed,low,48,F,0.65,1,2,1,2,Fragmented input | Missing role/task/output elements | Ambiguous scope | Likely to produce poor results
6018,post,Create content about create FAQ document for hospitality blog. Informative but casual.,medium,67,D,0.37,4,4,2,2,Partial structure present but incomplete | Some sections missing | Minor ambiguity in deliverables | Acceptable for basic use
6019,email,Email needed: build API integration proposal for hospitality prospect.,medium,67,D,0.51,4,2,2,4,Basic structure exists | Key information partially provided | Some context missing | Acceptable with follow-up questions
6020,report,"Role: Market researcher focusing on marketing trends.
Task: Analyze and report on write customer case study.
Context: Based on survey data from 500 respondents.
Constraints: Include statistical significance, avoid speculation.
Output Format: Methodology + findings + charts description + conclusions.",high,94,A,0.11,5,5,5,3,Clear role assignment establishes expertise | Structured sections aid comprehension | Specific constraints reduce ambiguity | Output format specified for consistency
